,Variable,Max,Average,Min
2010-11-01,Max Temperature,66.0,47.93,30.0
2010-11-01,Avg Temperature,60.23,44.54,28.98
2010-11-01,Min Temperature,57.0,41.23,27.0
2010-11-01,Dew Point,55.0,38.72,0.0
2010-11-01,Precipitation,0.0,0.0,0.0
2010-11-01,Snowdepth,0.0,0.0,0.0
2010-11-01,Wind,26.0,9.17,0.0
2010-11-01,Gust Wind,40.0,0.86,0.0
2010-11-01,Sea Level Pressure,29.84,29.33,28.5
2010-12-01,Max Temperature,43.0,32.35,23.0
2010-12-01,Avg Temperature,38.75,28.8,16.85
2010-12-01,Min Temperature,36.0,24.52,0.0
2010-12-01,Dew Point,39.0,23.68,0.0
2010-12-01,Precipitation,0.0,0.0,0.0
2010-12-01,Snowdepth,0.0,0.0,0.0
2010-12-01,Wind,29.0,7.82,0.0
2010-12-01,Gust Wind,39.0,0.24,0.0
2010-12-01,Sea Level Pressure,30.01,29.5,28.85
2011-01-01,Max Temperature,57.0,40.97,27.0
2011-01-01,Avg Temperature,53.81,36.78,22.87
2011-01-01,Min Temperature,52.0,31.87,19.0
2011-01-01,Dew Point,54.0,29.5,0.0
2011-01-01,Precipitation,0.0,0.0,0.0
2011-01-01,Snowdepth,0.0,0.0,0.0
2011-01-01,Wind,22.0,7.7,0.0
2011-01-01,Gust Wind,26.0,0.09,0.0
2011-01-01,Sea Level Pressure,30.13,29.7,29.14
2011-02-01,Max Temperature,54.0,42.75,27.0
2011-02-01,Avg Temperature,49.0,37.54,25.17
2011-02-01,Min Temperature,46.0,32.46,18.0
2011-02-01,Dew Point,52.0,29.1,0.0
2011-02-01,Precipitation,0.0,0.0,0.0
2011-02-01,Snowdepth,0.0,0.0,0.0
2011-02-01,Wind,26.0,8.24,0.0
2011-02-01,Gust Wind,37.0,0.13,0.0
2011-02-01,Sea Level Pressure,30.07,29.68,29.14
2011-03-01,Max Temperature,68.0,55.29,43.0
2011-03-01,Avg Temperature,56.54,45.76,35.79
2011-03-01,Min Temperature,50.0,36.48,27.0
2011-03-01,Dew Point,55.0,30.61,0.0
2011-03-01,Precipitation,0.0,0.0,0.0
2011-03-01,Snowdepth,0.0,0.0,0.0
2011-03-01,Wind,28.0,8.5,0.0
2011-03-01,Gust Wind,35.0,0.33,0.0
2011-03-01,Sea Level Pressure,30.28,29.77,29.23
2011-04-01,Max Temperature,81.0,68.3,55.0
2011-04-01,Avg Temperature,67.29,57.23,47.42
2011-04-01,Min Temperature,54.0,45.9,36.0
2011-04-01,Dew Point,55.0,39.48,0.0
2011-04-01,Precipitation,0.0,0.0,0.0
2011-04-01,Snowdepth,0.0,0.0,0.0
2011-04-01,Wind,31.0,8.08,0.0
2011-04-01,Gust Wind,54.0,0.72,0.0
2011-04-01,Sea Level Pressure,29.98,29.68,29.31
2011-05-01,Max Temperature,90.0,73.39,57.0
2011-05-01,Avg Temperature,72.19,61.37,46.94
2011-05-01,Min Temperature,61.0,48.84,30.0
2011-05-01,Dew Point,64.0,40.71,0.0
2011-05-01,Precipitation,0.0,0.0,0.0
2011-05-01,Snowdepth,0.0,0.0,0.0
2011-05-01,Wind,25.0,7.66,0.0
2011-05-01,Gust Wind,36.0,0.32,0.0
2011-05-01,Sea Level Pressure,30.01,29.67,29.31
2011-06-01,Max Temperature,91.0,73.7,61.0
2011-06-01,Avg Temperature,78.81,65.29,56.69
2011-06-01,Min Temperature,66.0,57.57,52.0
2011-06-01,Dew Point,70.0,53.14,34.0
2011-06-01,Precipitation,0.0,0.0,0.0
2011-06-01,Snowdepth,0.0,0.0,0.0
2011-06-01,Wind,30.0,8.23,0.0
2011-06-01,Gust Wind,38.0,0.5,0.0
2011-06-01,Sea Level Pressure,30.01,29.61,29.17
2011-07-01,Max Temperature,86.0,72.55,61.0
2011-07-01,Avg Temperature,72.13,63.98,55.63
2011-07-01,Min Temperature,61.0,56.39,50.0
2011-07-01,Dew Point,68.0,52.95,39.0
2011-07-01,Precipitation,0.0,0.0,0.0
2011-07-01,Snowdepth,0.0,0.0,0.0
2011-07-01,Wind,24.0,7.47,0.0
2011-07-01,Gust Wind,35.0,0.61,0.0
2011-07-01,Sea Level Pressure,29.78,29.51,29.14
2011-08-01,Max Temperature,95.0,76.48,66.0
2011-08-01,Avg Temperature,78.9,67.01,58.56
2011-08-01,Min Temperature,68.0,58.26,48.0
2011-08-01,Dew Point,72.0,57.15,41.0
2011-08-01,Precipitation,0.0,0.0,0.0
2011-08-01,Snowdepth,0.0,0.0,0.0
2011-08-01,Wind,31.0,6.96,0.0
2011-08-01,Gust Wind,33.0,0.4,0.0
2011-08-01,Sea Level Pressure,29.93,29.56,29.2
2011-09-01,Max Temperature,84.0,72.5,61.0
2011-09-01,Avg Temperature,72.65,62.66,54.71
2011-09-01,Min Temperature,66.0,53.77,45.0
2011-09-01,Dew Point,68.0,54.0,41.0
2011-09-01,Precipitation,0.0,0.0,0.0
2011-09-01,Snowdepth,0.0,0.0,0.0
2011-09-01,Wind,23.0,6.95,0.0
2011-09-01,Gust Wind,35.0,0.26,0.0
2011-09-01,Sea Level Pressure,30.01,29.64,29.26
2011-10-01,Max Temperature,79.0,60.71,46.0
2011-10-01,Avg Temperature,65.04,51.42,37.27
2011-10-01,Min Temperature,61.0,43.42,30.0
2011-10-01,Dew Point,63.0,44.23,0.0
2011-10-01,Precipitation,0.0,0.0,0.0
2011-10-01,Snowdepth,0.0,0.0,0.0
2011-10-01,Wind,26.0,8.0,0.0
2011-10-01,Gust Wind,40.0,0.66,0.0
2011-10-01,Sea Level Pressure,30.1,29.74,29.26
2011-11-01,Max Temperature,64.0,48.0,36.0
2011-11-01,Avg Temperature,52.48,41.44,22.21
2011-11-01,Min Temperature,48.0,35.03,0.0
2011-11-01,Dew Point,50.0,35.74,0.0
2011-11-01,Precipitation,0.0,0.0,0.0
2011-11-01,Snowdepth,0.0,0.0,0.0
2011-11-01,Wind,23.0,6.42,1.0
2011-11-01,Gust Wind,35.0,0.18,0.0
2011-11-01,Sea Level Pressure,30.16,29.75,0.0
2011-12-01,Max Temperature,54.0,45.61,37.0
2011-12-01,Avg Temperature,47.92,41.29,32.19
2011-12-01,Min Temperature,46.0,36.55,25.0
2011-12-01,Dew Point,50.0,34.27,0.0
2011-12-01,Precipitation,0.0,0.0,0.0
2011-12-01,Snowdepth,0.0,0.0,0.0
2011-12-01,Wind,31.0,11.12,1.0
2011-12-01,Gust Wind,55.0,2.04,0.0
2011-12-01,Sea Level Pressure,30.25,29.55,28.32
2012-01-01,Max Temperature,55.0,43.29,32.0
2012-01-01,Avg Temperature,52.33,38.75,27.33
2012-01-01,Min Temperature,46.0,34.0,18.0
2012-01-01,Dew Point,54.0,31.74,0.0
2012-01-01,Precipitation,0.0,0.0,0.0
2012-01-01,Snowdepth,0.0,0.0,0.0
2012-01-01,Wind,32.0,10.47,0.0
2012-01-01,Gust Wind,47.0,2.36,0.0
2012-01-01,Sea Level Pressure,30.13,29.75,28.85
2012-02-01,Max Temperature,59.0,37.38,19.0
2012-02-01,Avg Temperature,50.32,30.71,12.67
2012-02-01,Min Temperature,45.0,24.31,5.0
2012-02-01,Dew Point,48.0,20.77,-9.0
2012-02-01,Precipitation,0.0,0.0,0.0
2012-02-01,Snowdepth,0.0,0.0,0.0
2012-02-01,Wind,23.0,9.47,0.0
2012-02-01,Gust Wind,33.0,0.33,0.0
2012-02-01,Sea Level Pressure,30.25,29.94,29.31
2012-03-01,Max Temperature,70.0,56.9,46.0
2012-03-01,Avg Temperature,57.44,48.23,38.46
2012-03-01,Min Temperature,48.0,38.84,28.0
2012-03-01,Dew Point,50.0,35.79,0.0
2012-03-01,Precipitation,0.0,0.0,0.0
2012-03-01,Snowdepth,0.0,0.0,0.0
2012-03-01,Wind,23.0,6.73,0.0
2012-03-01,Gust Wind,33.0,0.2,0.0
2012-03-01,Sea Level Pressure,30.28,29.91,29.46
2012-04-01,Max Temperature,84.0,57.87,46.0
2012-04-01,Avg Temperature,69.71,49.94,40.98
2012-04-01,Min Temperature,57.0,41.67,28.0
2012-04-01,Dew Point,55.0,36.82,0.0
2012-04-01,Precipitation,0.0,0.0,0.0
2012-04-01,Snowdepth,0.0,0.0,0.0
2012-04-01,Wind,23.0,8.12,0.0
2012-04-01,Gust Wind,35.0,0.29,0.0
2012-04-01,Sea Level Pressure,29.72,29.32,28.88
2012-05-01,Max Temperature,86.0,71.32,55.0
2012-05-01,Avg Temperature,73.81,61.95,48.69
2012-05-01,Min Temperature,64.0,51.84,34.0
2012-05-01,Dew Point,64.0,47.87,0.0
2012-05-01,Precipitation,0.0,0.0,0.0
2012-05-01,Snowdepth,0.0,0.0,0.0
2012-05-01,Wind,24.0,7.63,0.0
2012-05-01,Gust Wind,39.0,0.33,0.0
2012-05-01,Sea Level Pressure,30.13,29.58,29.05
2012-06-01,Max Temperature,86.0,71.53,59.0
2012-06-01,Avg Temperature,73.07,63.12,53.54
2012-06-01,Min Temperature,64.0,55.23,48.0
2012-06-01,Dew Point,70.0,53.65,34.0
2012-06-01,Precipitation,0.0,0.0,0.0
2012-06-01,Snowdepth,0.0,0.0,0.0
2012-06-01,Wind,28.0,6.89,0.0
2012-06-01,Gust Wind,39.0,0.31,0.0
2012-06-01,Sea Level Pressure,29.84,29.54,29.2
2012-07-01,Max Temperature,95.0,75.68,68.0
2012-07-01,Avg Temperature,80.6,67.05,58.92
2012-07-01,Min Temperature,68.0,58.74,45.0
2012-07-01,Dew Point,68.0,55.08,41.0
2012-07-01,Precipitation,0.0,0.0,0.0
2012-07-01,Snowdepth,0.0,0.0,0.0
2012-07-01,Wind,33.0,8.26,0.0
2012-07-01,Gust Wind,52.0,0.71,0.0
2012-07-01,Sea Level Pressure,29.98,29.58,29.14
2012-08-01,Max Temperature,97.0,79.32,66.0
2012-08-01,Avg Temperature,79.88,69.42,60.51
2012-08-01,Min Temperature,68.0,59.65,50.0
2012-08-01,Dew Point,72.0,55.56,41.0
2012-08-01,Precipitation,0.0,0.0,0.0
2012-08-01,Snowdepth,0.0,0.0,0.0
2012-08-01,Wind,32.0,6.92,0.0
2012-08-01,Gust Wind,38.0,0.69,0.0
2012-08-01,Sea Level Pressure,29.87,29.62,29.31
2012-09-01,Max Temperature,86.0,69.63,57.0
2012-09-01,Avg Temperature,71.73,59.36,50.53
2012-09-01,Min Temperature,59.0,49.97,39.0
2012-09-01,Dew Point,66.0,49.07,0.0
2012-09-01,Precipitation,0.0,0.0,0.0
2012-09-01,Snowdepth,0.0,0.0,0.0
2012-09-01,Wind,33.0,6.34,0.0
2012-09-01,Gust Wind,47.0,0.6,0.0
2012-09-01,Sea Level Pressure,29.96,29.62,29.05
2012-10-01,Max Temperature,68.0,57.35,39.0
2012-10-01,Avg Temperature,60.42,49.68,31.79
2012-10-01,Min Temperature,55.0,42.26,23.0
2012-10-01,Dew Point,57.0,44.46,0.0
2012-10-01,Precipitation,0.0,0.0,0.0
2012-10-01,Snowdepth,0.0,0.0,0.0
2012-10-01,Wind,26.0,6.81,0.0
2012-10-01,Gust Wind,37.0,0.66,0.0
2012-10-01,Sea Level Pressure,29.87,29.53,28.99
2012-11-01,Max Temperature,59.0,48.07,39.0
2012-11-01,Avg Temperature,50.79,43.66,35.64
2012-11-01,Min Temperature,46.0,38.67,27.0
2012-11-01,Dew Point,54.0,38.34,0.0
2012-11-01,Precipitation,0.0,0.0,0.0
2012-11-01,Snowdepth,0.0,0.0,0.0
2012-11-01,Wind,24.0,6.29,0.0
2012-11-01,Gust Wind,35.0,0.93,0.0
2012-11-01,Sea Level Pressure,30.13,29.53,28.76
2012-12-01,Max Temperature,57.0,42.52,30.0
2012-12-01,Avg Temperature,53.21,38.85,24.56
2012-12-01,Min Temperature,50.0,34.65,16.0
2012-12-01,Dew Point,54.0,33.05,0.0
2012-12-01,Precipitation,0.0,0.0,0.0
2012-12-01,Snowdepth,0.0,0.0,0.0
2012-12-01,Wind,26.0,8.76,0.0
2012-12-01,Gust Wind,40.0,1.64,0.0
2012-12-01,Sea Level Pressure,29.93,29.5,29.05
2013-01-01,Max Temperature,57.0,38.45,28.0
2013-01-01,Avg Temperature,51.6,35.34,24.83
2013-01-01,Min Temperature,45.0,31.55,18.0
2013-01-01,Dew Point,52.0,30.13,0.0
2013-01-01,Precipitation,0.0,0.0,0.0
2013-01-01,Snowdepth,0.0,0.0,0.0
2013-01-01,Wind,30.0,8.39,0.0
2013-01-01,Gust Wind,41.0,0.79,0.0
2013-01-01,Sea Level Pressure,30.16,29.57,28.96
2013-02-01,Max Temperature,46.0,37.75,27.0
2013-02-01,Avg Temperature,43.92,34.14,26.33
2013-02-01,Min Temperature,43.0,30.54,23.0
2013-02-01,Dew Point,45.0,24.41,0.0
2013-02-01,Precipitation,0.0,0.0,0.0
2013-02-01,Snowdepth,0.0,0.0,0.0
2013-02-01,Wind,29.0,8.58,0.0
2013-02-01,Gust Wind,40.0,0.56,0.0
2013-02-01,Sea Level Pressure,30.04,29.59,28.85
2013-03-01,Max Temperature,63.0,44.32,28.0
2013-03-01,Avg Temperature,52.94,37.06,25.83
2013-03-01,Min Temperature,45.0,30.19,14.0
2013-03-01,Dew Point,50.0,24.85,0.0
2013-03-01,Precipitation,0.0,0.0,0.0
2013-03-01,Snowdepth,0.0,0.0,0.0
2013-03-01,Wind,22.0,8.8,0.0
2013-03-01,Gust Wind,37.0,0.28,0.0
2013-03-01,Sea Level Pressure,29.9,29.4,28.94
2013-04-01,Max Temperature,77.0,58.7,41.0
2013-04-01,Avg Temperature,65.21,50.56,35.42
2013-04-01,Min Temperature,59.0,43.63,27.0
2013-04-01,Dew Point,59.0,37.45,0.0
2013-04-01,Precipitation,0.0,0.0,0.0
2013-04-01,Snowdepth,0.0,0.0,0.0
2013-04-01,Wind,23.0,8.84,0.0
2013-04-01,Gust Wind,40.0,0.99,0.0
2013-04-01,Sea Level Pressure,29.96,29.58,29.14
2013-05-01,Max Temperature,73.0,62.94,52.0
2013-05-01,Avg Temperature,63.29,55.44,45.5
2013-05-01,Min Temperature,59.0,48.26,36.0
2013-05-01,Dew Point,61.0,47.26,0.0
2013-05-01,Precipitation,0.0,0.0,0.0
2013-05-01,Snowdepth,0.0,0.0,0.0
2013-05-01,Wind,26.0,8.31,0.0
2013-05-01,Gust Wind,38.0,0.84,0.0
2013-05-01,Sea Level Pressure,29.84,29.46,29.02
2013-06-01,Max Temperature,95.0,72.47,61.0
2013-06-01,Avg Temperature,84.63,64.09,55.19
2013-06-01,Min Temperature,73.0,55.23,45.0
2013-06-01,Dew Point,72.0,52.04,34.0
2013-06-01,Precipitation,0.0,0.0,0.0
2013-06-01,Snowdepth,0.0,0.0,0.0
2013-06-01,Wind,36.0,8.19,0.0
2013-06-01,Gust Wind,53.0,0.69,0.0
2013-06-01,Sea Level Pressure,29.96,29.65,29.37
2013-07-01,Max Temperature,97.0,81.55,66.0
2013-07-01,Avg Temperature,83.25,72.13,64.21
2013-07-01,Min Temperature,70.0,61.87,52.0
2013-07-01,Dew Point,70.0,56.2,45.0
2013-07-01,Precipitation,0.0,0.0,0.0
2013-07-01,Snowdepth,0.0,0.0,0.0
2013-07-01,Wind,18.0,7.67,0.0
2013-07-01,Gust Wind,29.0,0.5,0.0
2013-07-01,Sea Level Pressure,30.01,29.7,29.29
2013-08-01,Max Temperature,97.0,78.03,64.0
2013-08-01,Avg Temperature,81.23,67.78,61.21
2013-08-01,Min Temperature,70.0,58.32,48.0
2013-08-01,Dew Point,72.0,54.24,39.0
2013-08-01,Precipitation,0.0,0.0,0.0
2013-08-01,Snowdepth,0.0,0.0,0.0
2013-08-01,Wind,43.0,5.82,0.0
2013-08-01,Gust Wind,61.0,0.29,0.0
2013-08-01,Sea Level Pressure,29.98,29.66,29.43
2013-09-01,Max Temperature,88.0,67.07,57.0
2013-09-01,Avg Temperature,74.52,59.72,50.63
2013-09-01,Min Temperature,63.0,52.93,45.0
2013-09-01,Dew Point,66.0,51.68,37.0
2013-09-01,Precipitation,0.0,0.0,0.0
2013-09-01,Snowdepth,0.0,0.0,0.0
2013-09-01,Wind,18.0,7.58,0.0
2013-09-01,Gust Wind,30.0,0.63,0.0
2013-09-01,Sea Level Pressure,29.98,29.6,28.99
2013-10-01,Max Temperature,75.0,59.97,46.0
2013-10-01,Avg Temperature,62.71,53.71,42.13
2013-10-01,Min Temperature,57.0,47.58,32.0
2013-10-01,Dew Point,61.0,48.23,0.0
2013-10-01,Precipitation,0.0,0.0,0.0
2013-10-01,Snowdepth,0.0,0.0,0.0
2013-10-01,Wind,33.0,7.59,0.0
2013-10-01,Gust Wind,54.0,1.52,0.0
2013-10-01,Sea Level Pressure,29.96,29.62,29.2
2013-11-01,Max Temperature,61.0,46.87,30.0
2013-11-01,Avg Temperature,58.38,42.62,26.81
2013-11-01,Min Temperature,57.0,38.1,23.0
2013-11-01,Dew Point,59.0,37.98,0.0
2013-11-01,Precipitation,0.0,0.0,0.0
2013-11-01,Snowdepth,0.0,0.0,0.0
2013-11-01,Wind,23.0,8.24,0.0
2013-11-01,Gust Wind,38.0,1.22,0.0
2013-11-01,Sea Level Pressure,30.16,29.62,28.79
2013-12-01,Max Temperature,59.0,45.58,37.0
2013-12-01,Avg Temperature,52.81,40.32,33.81
2013-12-01,Min Temperature,46.0,34.87,27.0
2013-12-01,Dew Point,48.0,32.15,0.0
2013-12-01,Precipitation,0.0,0.0,0.0
2013-12-01,Snowdepth,0.0,0.0,0.0
2013-12-01,Wind,36.0,7.6,0.0
2013-12-01,Gust Wind,51.0,1.52,0.0
2013-12-01,Sea Level Pressure,30.19,29.77,28.88
2014-01-01,Max Temperature,55.0,44.81,37.0
2014-01-01,Avg Temperature,51.17,40.53,33.6
2014-01-01,Min Temperature,45.0,35.55,28.0
2014-01-01,Dew Point,50.0,34.88,0.0
2014-01-01,Precipitation,0.0,0.0,0.0
2014-01-01,Snowdepth,0.0,0.0,0.0
2014-01-01,Wind,23.0,6.72,0.0
2014-01-01,Gust Wind,35.0,0.93,0.0
2014-01-01,Sea Level Pressure,29.9,29.42,28.94
2014-02-01,Max Temperature,57.0,48.79,41.0
2014-02-01,Avg Temperature,47.35,42.42,35.75
2014-02-01,Min Temperature,43.0,35.64,28.0
2014-02-01,Dew Point,46.0,32.5,0.0
2014-02-01,Precipitation,0.0,0.0,0.0
2014-02-01,Snowdepth,0.0,0.0,0.0
2014-02-01,Wind,28.0,8.01,0.0
2014-02-01,Gust Wind,46.0,1.98,0.0
2014-02-01,Sea Level Pressure,29.81,29.39,28.91
2014-03-01,Max Temperature,72.0,58.52,46.0
2014-03-01,Avg Temperature,56.75,48.1,38.44
2014-03-01,Min Temperature,48.0,38.0,28.0
2014-03-01,Dew Point,48.0,34.47,0.0
2014-03-01,Precipitation,0.0,0.0,0.0
2014-03-01,Snowdepth,0.0,0.0,0.0
2014-03-01,Wind,30.0,7.05,0.0
2014-03-01,Gust Wind,41.0,0.56,0.0
2014-03-01,Sea Level Pressure,30.13,29.63,28.91
2014-04-01,Max Temperature,77.0,65.53,50.0
2014-04-01,Avg Temperature,65.58,56.44,45.04
2014-04-01,Min Temperature,57.0,47.43,32.0
2014-04-01,Dew Point,57.0,43.09,23.0
2014-04-01,Precipitation,0.0,0.0,0.0
2014-04-01,Snowdepth,0.0,0.0,0.0
2014-04-01,Wind,28.0,7.26,0.0
2014-04-01,Gust Wind,39.0,0.57,0.0
2014-04-01,Sea Level Pressure,30.01,29.55,29.2
2014-05-01,Max Temperature,84.0,66.61,55.0
2014-05-01,Avg Temperature,70.04,57.78,48.31
2014-05-01,Min Temperature,59.0,48.48,32.0
2014-05-01,Dew Point,61.0,46.65,30.0
2014-05-01,Precipitation,0.0,0.0,0.0
2014-05-01,Snowdepth,0.0,0.0,0.0
2014-05-01,Wind,31.0,8.2,0.0
2014-05-01,Gust Wind,40.0,0.43,0.0
2014-05-01,Sea Level Pressure,30.1,29.6,29.31
2014-06-01,Max Temperature,95.0,75.23,66.0
2014-06-01,Avg Temperature,79.98,65.45,59.0
2014-06-01,Min Temperature,66.0,54.77,46.0
2014-06-01,Dew Point,68.0,50.17,36.0
2014-06-01,Precipitation,0.0,0.0,0.0
2014-06-01,Snowdepth,0.0,0.0,0.0
2014-06-01,Wind,20.0,7.21,0.0
2014-06-01,Gust Wind,30.0,0.39,0.0
2014-06-01,Sea Level Pressure,29.9,29.64,29.29
2014-07-01,Max Temperature,93.0,79.55,57.0
2014-07-01,Avg Temperature,79.38,70.0,55.48
2014-07-01,Min Temperature,68.0,61.32,48.0
2014-07-01,Dew Point,70.0,57.93,39.0
2014-07-01,Precipitation,0.0,0.0,0.0
2014-07-01,Snowdepth,0.0,0.0,0.0
